ID,Problem,Ground Truth,Category,Correct_qwen,Latency_qwen,Input Tokens_qwen,Output Tokens_qwen,Correct_gpt5,Latency_gpt5,Input Tokens_gpt5,Output Tokens_gpt5
10936,Paley maintains that the key difference between the “contrivance” of a watch and that of nature is that the latter is _____.,F,philosophy,True,1.25927215,156,184,True,12.906105037,133,656
10937,A prima facie duty is a characteristic of an act in virtue of which the act:,B,philosophy,True,1.901731875,139,281,True,5.9600798,116,336
10938,Rawls argues that parties in the original position would not accept utilitarianism because:,B,philosophy,False,2.114629508,144,313,True,13.426847628,121,656
10939,"According to Hume, reason:",G,philosophy,True,2.56083885,176,380,True,5.038672097,153,400
10940,Feinberg claims that the best way to pursue happiness is to:,G,philosophy,False,2.319449064,142,344,True,9.703335681,118,592
10941,The idea that mental states are dispositions to behave in particular ways in certain circumstances is known as _____.,C,philosophy,True,3.195241894,147,476,True,6.416883318,121,400
10942,"Anscombe claims that on Sidgwick’s view, the badness of an action must be estimated in light of:",F,philosophy,True,2.574003549,166,382,True,33.726670869,143,1360
10943,"According to Cicero, immorality is __________, and expediency is __________.",D,philosophy,False,1.45483516,208,213,True,7.679269354,182,395
10944,Which of the following propositions is an immediate (one-step) consequence in PL of the given premises? E ⊃ ~F ~F ⊃ G ~G,A,philosophy,False,2.826510332,174,420,False,45.297374014,162,2512
10945, Select the best translation into predicate logic. All planets are smaller than Jupiter. (j: Jupiter; Px: x is a planet; Sxy: x is smaller than y),B,philosophy,True,3.578255044,230,533,True,6.268662404,212,511
10946,Select the best translation into predicate logic. Marco moves from Italy to Spain. (i: Italy; m: Marco; s: Spain; Mxyz: x moves to y from z),E,philosophy,True,1.32507926,136,194,True,11.078241522,113,770
10947," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∀x){Ax ⊃ (∀y)[(Hy • Ly) ⊃ ∼Bxy]}",C,philosophy,True,3.698090014,248,551,True,15.3576101,227,1103
10948,Identify the antecedent of the following conditional proposition: The Bees win their first game only if either the Aardvarks or the Chipmunks do not win their first games.,H,philosophy,True,1.622048237,253,238,True,4.911784761,226,290
10949," Which of the given formulas of PL is the best symbolization of the following sentence? Either England's importing beef is a sufficient condition for France's subsidizing agriculture, or China doesn't promote human rights when and only when South Africa supplies diamonds.",I,philosophy,False,2.306977795,280,340,True,31.053683478,270,2256
10950," Use the following key to translate the given formula of PL to natural, English sentences. A: Marina reads a Percy Jackson book. B: Izzy plays Minecraft. C: Emily stops working. D: Russell makes dinner. E: Ashleigh stops by. (~A ∨ ~B) ⊃ C",G,philosophy,False,4.02459383,339,598,True,10.164131413,310,656
10951,Select the best translation into predicate logic: Abdul and Cleopatra are Egyptian.,A,philosophy,False,3.687217939,147,550,True,9.556622555,122,528
10952,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.) ~C ⊃ D D ⊃ C / C",G,philosophy,False,4.130179906,245,616,True,18.453300383,224,1212
10953," Use indirect truth tables to determine whether each set of propositions is consistent. If the set is consistent, choose an option with a consistent valuation. (There may be other consistent valuations.) (E ⊃ F) ⊃ G (~E ∨ F) ≡ (H ∨ I) I ⊃ (J ⊃ ~H) ~G ⊃ ~J",B,philosophy,False,11.158650376,334,1668,False,33.411516129,315,2064
10954, Which of the given formulas of PL is the best symbolization of the following sentence? Doctors are helpful unless their patients are rude.,A,philosophy,False,3.554023688,163,530,True,15.353837053,144,848
10955," Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers. ~(J ∨ K) · L and (L ⊃ J) · K",D,philosophy,False,6.069847741,202,908,True,27.632833957,182,2256
10956," In response to the argument that embryos are not persons because they lack certain rights that all persons have (such as the right to life), Lee and George argue that",B,philosophy,False,2.725776728,272,403,True,5.822208319,248,272
10957, Thomson discusses a different version of the violinist case wherein the violinist only needs to use your kidneys for one hour to survive. Her own view about this case is that,E,philosophy,True,2.517443858,366,371,True,11.233545759,343,592
10958, Foot's Rescue I and Rescue II cases are intended to,A,philosophy,False,3.352513929,200,499,True,17.382946862,177,1104
10959, A utilitarian who recognizes rights will attempt to explain rights on the basis of utility by claiming that,J,philosophy,True,2.800848234,314,414,True,11.056358631,291,336
10961, Which of the following is a value that Arthur believes is more fundamental than rights and desert?,D,philosophy,False,1.87873852,108,278,False,30.033990715,85,1360
10962, Which of the following capacities does Carruther's assume that animals lack?,C,philosophy,False,1.520506052,113,224,True,16.308347605,90,592
10963, Which of the following is not an objection Pence gives to the argument that SCNT is not best for the child?,J,philosophy,False,2.131877087,255,315,True,48.060421874,230,2960
10964, Carens defends a form of,H,philosophy,True,2.266921888,146,336,True,3.308793671,125,144
10965, Van den Haag thinks that we can't know whether a murderer who receives the death penalty,H,philosophy,False,2.763973501,160,411,True,13.152920498,135,912
10966, What is the name of the ten day New Year festival that celebrated Babylon's culture?,G,philosophy,True,2.220131439,148,329,True,4.503878737,120,208
10967," Which tradition is known to promote ""gradual enlightenment""?",A,philosophy,True,1.942347325,141,287,True,6.235912666,116,400
10968,How many Jinas have appeared during our age?,C,philosophy,True,0.801701101,135,115,True,4.38967584,104,272
10969,The title Dalai Lama means which of the following?,H,philosophy,True,2.29300992,144,340,True,4.711104644,121,336
10970,"What does ""Mahavira"" mean?",B,philosophy,True,1.366559053,145,200,True,5.924785204,122,400
10971, What does the Tripitaka mean?,C,philosophy,True,1.842145977,133,272,True,4.051996975,109,272
10972," Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?",G,philosophy,True,2.326212054,150,345,True,2.780958679,123,208
10973, Self-sacrifice is an important theme for which Buddhist thinker?,G,philosophy,False,3.023325292,163,450,False,9.806114602,139,528
10974, How many times a day is the Fatihah recited?,C,philosophy,True,2.466010468,156,366,True,17.768736878,123,942
10975,Which term is usually associated with women in Hindu traditions?,H,philosophy,False,2.203656276,127,327,True,10.556761914,105,668
10976,Arguing that what is true of an entire object is also true of each part of that object is the fallacy of,D,philosophy,True,2.140688219,147,317,True,4.269909682,125,295
10978,Which of the following fallacies happens when someone attributes the cause of an event to a simple cause when the cause is actually more complicated?,B,philosophy,True,2.525771518,150,375,True,4.40879764,127,336
10979,"In Aristotle’s terminology, incontinence is when:",E,philosophy,True,2.668998547,217,396,True,5.962911753,187,380
10980,An important formal characteristic of art is_____.,H,philosophy,True,2.372653667,146,352,True,4.211158034,123,272
10981,"According to Wolf, a moral saint:",I,philosophy,False,3.222440287,158,480,True,61.855855213,135,2768
10982,Logical behaviorism is at odds with our commonsense intuition that mental states _____.,A,philosophy,False,3.055653647,149,455,True,8.347919825,125,592
10983,Anscombe criticizes as absurd Kant’s idea of:,D,philosophy,True,1.206022572,152,176,True,4.279945687,129,272
10984," Which of the given formulas of PL is the best symbolization of the following sentence? If Beth rides her bike, she gets to work earlier.",B,philosophy,True,3.257768482,169,485,True,9.956405393,153,475
10985," Use indirect truth tables to determine whether each set of propositions is consistent. If the set is consistent, choose an option with a consistent valuation. (There may be other consistent valuations.) A ⊃ (~B ∨ C) C ⊃ D A ∨ (B · ~D) A ≡ (B ⊃ D)",C,philosophy,True,3.764893587,333,559,True,28.755581979,312,2127
10986,Select the best translation into predicate logic. Leo is taller than Cathy. (c: Cathy; l: Leo; Txy: x is taller than y),G,philosophy,True,2.008418772,151,297,True,7.248067504,126,528
10987, Which of the given formulas of PL is the best symbolization of the following sentence? A person is considered to have lived with you for all of the present year if the person was born or died in the present year and your home was this person's home for the entire time this person was alive.,F,philosophy,False,2.260687301,273,333,True,7.425953852,259,586
10988,"Identify the antecedent of the following conditional proposition: When the university raises tuition, then either the governor approves of it or the board of trustees doesn't prevent it.",B,philosophy,True,1.142919349,197,166,True,3.785683769,169,219
10989,"Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.) H ≡ (I · ~J) K ≡ ~H ~(K ⊃ J) / I ≡ J",A,philosophy,False,4.24356079,313,631,True,17.374849259,291,1088
10990, Which of the given formulas of PL is the best symbolization of the following sentence? Either England's importing beef is a sufficient condition for France's subsidizing agriculture or China's promoting human rights is a necessary condition for South Africa's supplying diamonds.,G,philosophy,True,1.305477705,277,189,True,7.514909613,273,453
10991, Select the best translation into predicate logic. Some CEO is wealthier than everyone. (Cx: x is a CEO; Px: x is a person; Wxy: x is wealthier than y),C,philosophy,True,4.760413057,290,709,True,11.760201556,288,806
10992," On West's account, women who engage in undesired sex because of actual or felt dependence on their partner may experience injury to their sense of autonomy because",J,philosophy,False,2.901172206,227,431,False,18.230707782,205,848
10993, The view that moral considerations do not apply to war is known as,E,philosophy,True,2.4121384,144,358,False,5.439981469,121,336
10994, Little argues that we should accept a prerogative on the part of mothers to end a pregnancy until the fetus is a person because,E,philosophy,False,2.530870799,231,375,True,13.097830549,206,464
10995, Shapiro claims that surveys have been confirmed by longitudinal studies that indicate that,H,philosophy,False,2.761535275,220,410,True,20.770552015,197,1104
10996, Singer argues that developing nations are harming poor nations by,F,philosophy,False,2.462155691,173,365,False,20.233257015,150,1104
10998," Baxter claims that his ""very general way"" of stating what we should strive for environmentally assumes that",C,philosophy,False,2.782024794,198,413,True,15.171661853,175,912
10999," In responding to terrorism, says Walzer, it is particularly important that",J,philosophy,False,2.563159415,214,380,True,10.427156436,191,720
11000," In response to the argument that embryos are not persons because they do not exercise higher mental capacities, Lee and George argue that",D,philosophy,False,2.258530599,255,334,True,19.086507504,230,976
11001," According to Velleman, who, if anyone, should decide whether a patient receives euthanasia?",D,philosophy,False,2.21443183,161,328,False,15.565586671,133,1043
11002," Of the following social problems that could result from a genetic supermarket, which does Singer think is the least serious?",A,philosophy,True,2.317094752,128,344,True,26.718946182,105,784
11003, The question of whether the killing/letting die distinction is morally relevant can be posed by asking whether we are equally to blame for allowing people in Third World countries to starve as we would be for,B,philosophy,False,2.987281388,220,444,True,20.633309376,197,976
11004, Which of the following is an example of a duty that corresponds to a right to goods and service?,A,philosophy,True,1.405185068,140,206,True,10.396587882,113,533
11005, Critics of speech codes adopted in the 1980s and early 1990s argued that these codes violated which of the following principles?,B,philosophy,False,1.196327434,126,175,False,6.603036931,99,400
11006,Which of the following terms denote the Japanese art of flower arranging?,B,philosophy,True,1.48805717,128,219,True,2.638549915,104,80
11007,When was the current Dalai Lama born?,J,philosophy,True,0.755436042,156,108,True,3.044139311,113,144
11008,Which are the synoptic Gospels?,E,philosophy,True,2.081521492,155,308,True,2.397845291,132,144
11009,"I don't know what the answer is to number 8. But Heather hasn't made the third option into the correct answer for a while, and even then only once, so I'm guessing that this is the fallacy of Composition!",A,philosophy,False,1.305764664,143,191,True,8.577611212,117,592
11010,"When someone responds to your argument with a sarcastic statement such as, ""Yeah, right. Like that's ever going to happen,"" that person may have committed which fallacy?",G,philosophy,False,2.819941924,166,419,True,29.021488156,142,272
11011,"I don't understand why everyone thinks they belong in college. After all, everyone knows that when you are intelligent you'll succeed. But so many people that elect to attend college don't have even the most basic intelligence. How do they expect to get anywhere here?",C,philosophy,False,1.855623349,152,274,True,10.70768292,126,784
11012,Which of the following describes the fallacy of appeal to loyalty?,B,philosophy,True,1.6549119,255,243,True,4.89451622,232,336
11013,""" _Ad lazarum_ "" is",A,philosophy,False,2.096718655,167,310,True,15.379871566,143,818
11014,Which of the following is the best explanation of the fallacy of loaded language?,I,philosophy,True,2.283205078,311,336,True,5.808116516,289,336
11015,Philosophy is concerned primarily with identifying beliefs about human existence and evaluating arguments that support those beliefs.  These activities can be summarized in two questions that drive philosophical investigations:,C,philosophy,True,2.655292036,226,394,True,4.166654509,201,208
11016,"Aristotle says  that what makes things be what they are--their essence--does not exist apart from individ-uals that exist in the world.  So if all the members of a species were destroyed, then their essence or form:",J,philosophy,False,1.683546611,271,246,True,4.884401181,248,336
11017,"According to Hobbes, the definition of injustice is _____.",A,philosophy,False,2.972095177,165,442,True,4.721699779,143,208
11018,Mill defines “utility” as:,H,philosophy,False,2.839584714,167,422,True,3.973634711,144,208
11019,Wolf claims that interpreting Kant’s ethics so that it consists of a finite set of constraints:,H,philosophy,False,4.261420486,201,636,True,14.140155502,175,848
11020,"According to Hobbes, in the condition of man in which there is a state of war of everyone against everyone, every man has a right to _____.",H,philosophy,False,2.637780406,147,392,True,4.232209864,124,272
11021,Cicero argues that we will never go morally astray if we:,D,philosophy,True,3.03613732,150,452,True,3.61424766,127,208
11022,Aquinas claims that the ultimate perfection of operation is:,H,philosophy,False,2.85368907,120,425,True,17.465768901,96,1040
11023,"Augustine claims that to be happy, one must know:",D,philosophy,False,2.698189953,154,401,True,29.491076027,131,2423
11024,"When Euthyphro attempts to define the holy as prosecuting wrongdoers, Socrates objects that:",B,philosophy,True,3.185891773,202,474,True,9.458857832,181,474
11025,Cicero claims that it is sometimes permissible to:,G,philosophy,False,2.810698409,142,418,True,27.233357361,119,1104
11026,Hobbes defines injustice as:,C,philosophy,True,2.485990806,163,369,True,17.335111516,139,272
11028,"In spite of the fact that Socrates claims to be ignorant of the essence or nature of certain things like justice, he is wise insofar as he recognizes that without such knowledge actions are rationally unjustified.  That is, his wisdom consists in his recognition not only that he is ignorant of such essences but also that:",G,philosophy,True,3.16459531,284,469,True,5.141721003,260,336
11029,Epicurus conceives of death as:,G,philosophy,False,3.218411835,168,479,True,2.951042544,144,144
11030," For Socrates, the belief that ""virtue is knowledge"" is related to his claim that ""the unexamined life is not worth living,"" because he believes that:",D,philosophy,True,2.131134951,209,315,True,6.289668809,186,528
11031," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∃x)[(Ax • Lx) • (∃y)(Hy • Bxy)]",E,philosophy,True,2.722576148,244,404,True,1.823046723,223,144
11032, Select the best translation into predicate logic. All jellybeans are sweeter than all fruit. (Fx: x is a fruit; Jx: x is a jellybean; Sxy: x is sweeter than y),E,philosophy,True,1.526852321,316,222,True,13.920764074,295,976
11033,"Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.) (A ∨ B) ⊃ C C ⊃ ~D / D ⊃ A",D,philosophy,False,5.917048909,295,883,True,13.359353029,275,848
11034,"Select the best translation into predicate logic: Caroline is sweet if, and only if, Janet is engaged to Brad.",C,philosophy,True,3.569304767,168,532,True,22.806344048,145,1488
11035," Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.) ~X ⊃ Y Y ⊃ Z ~Z / ~X",H,philosophy,False,4.436504224,282,660,True,10.174135453,261,656
11036, S Select the best translation into predicate logic. Some kind people help some endangered species. (Ex: x is endangered; Kx: x is kind; Px: x is a person; Sx: x is a species; Hxy: x helps y),B,philosophy,True,4.365793508,276,650,False,8.174259143,267,592
11037, Select the best translation into predicate logic: All first-year students take a swim test.,J,philosophy,True,3.837658395,210,572,False,3.992179651,188,208
11038, Which of the given formulas of PL is the best symbolization of the following sentence? Dylan likes neither math nor science.,H,philosophy,True,3.237555127,171,482,True,23.476728579,151,528
11039, What assumption does Pence think people who object to SCNT make when they say that SCNT is not best for the child?,D,philosophy,False,2.814536728,202,418,False,10.642627428,175,784
11040, Ashford thinks that the right test of whether or not legal and economic structures are minimally just is to see whether or not,D,philosophy,True,2.462633975,199,365,True,23.848134932,175,976
11041," In Rachels's thought experiment with Smith and Jones, Smith's action (i.e., his holding the child underwater) is supposed to be an example of",I,philosophy,False,3.075921034,154,458,True,4.548000919,134,272
11042, Richardson-Self argues that sexist speech,D,philosophy,True,2.509390845,211,372,False,13.015700401,188,986
11043," According to Singer, which of the following historical defenders of the principle of equal consideration of interests was one of the few to recognize that the principle applies to members of other species as well as to our own?",D,philosophy,True,2.202614679,169,326,True,3.110907377,146,208
11044, Kant's moral theory is a version of,D,philosophy,True,1.626458358,100,240,True,4.841869128,77,208
11045, Which of the following potentially morally relevant differences between Fred's behavior and the behavior of the consumers of factory-raised meat does Norcross not discuss?,D,philosophy,False,1.62071132,206,238,True,10.495105856,182,784
11046," According to the Humanity formulation of Kant's principle, we must treat persons",A,philosophy,True,2.426568162,164,360,True,9.44373586,140,292
11047, Marcia Baron argues that the artificiality of ticking bomb cases is problematic because,A,philosophy,False,1.43481395,127,211,True,7.273814812,104,464
11048, Which of the following is not an example Aquinas gives of a self-evident proposition?,F,philosophy,True,2.648164848,211,393,False,80.409083833,184,5397
11049," According to Carruthers, our duties to animals are",I,philosophy,True,2.784071961,143,414,True,6.814062514,120,528
11050," According to rule consequentialism, the rightness or wrongness of an action depends on",J,philosophy,True,2.536352612,241,376,True,6.553707343,217,464
11051, Lukianoff and Haidt argue that American colleges and universities now encourage,B,philosophy,False,1.905296585,106,282,False,3.602295867,82,208
11052, When was the first Buddhist temple constructed in Japan?,D,philosophy,True,1.72644293,110,255,True,7.214962749,79,400
11053,"What does the term ""Qur'an"" literally mean?",A,philosophy,True,2.584826077,135,384,True,2.533399168,112,144
11054, Which Jaina group only allows women to lead a life of semi-renunciation?,B,philosophy,False,1.902317472,146,281,True,11.539879353,118,720
11055, Which early battle led to the conversion of Mecca?,H,philosophy,False,2.963915261,163,441,True,12.98792318,139,976
11056,How many female renouncers were under the tutelage of Chandanbala?,A,philosophy,False,1.467160356,183,215,True,13.108281893,131,848
11057,Which of the following is NOT included in the Islamic understanding of jurisprudence?,E,philosophy,False,2.326266592,134,345,False,20.311810875,107,1552
11058, Which of the following is the timespan for Japan's closure to Christianity and Europe?,G,philosophy,False,3.133159741,215,466,True,15.211945701,152,1168
11059,Which of the following describes the fallacy of appeal to popularity?,B,philosophy,True,1.537280601,142,226,True,6.046883849,119,375
11060,Which of the following best describes the fallacy of figure of speech?,J,philosophy,False,3.19351238,253,475,True,70.240206864,230,1168
11061,"We must assume that he is a Communist, because he says that he is not, and we know that Communists are taught always to deny party membership.",B,philosophy,False,1.968035097,131,291,True,8.74829339,107,451
11062,"For Socrates, an unexamined life is a tragedy because it results in grievous harm to _____.",A,philosophy,True,2.711070892,144,403,True,4.964123185,120,252
11063,"According to Butler, it is impossible to:",A,philosophy,False,3.112967797,187,463,False,51.223374461,164,3344
11064,"Plato's suggestion that knowledge is innate or remembered as a result of being triggered by experience is in response to a paradox he sets up for himself.  The paradox, now referred to as Meno's Paradox, has to do with the question of:",A,philosophy,False,2.335253105,289,344,True,10.465016311,266,656
11065,Gauthier claims that there is nothing for practical rationality to be besides:,G,philosophy,True,3.108812077,136,463,False,34.345741045,112,1872
11066,What are the two principal answers to whether life has any meaning for us?,A,philosophy,False,2.708283161,208,402,True,15.768654085,185,976
11067,"In Hobbes’s view, to say something is good is to say that:",F,philosophy,False,3.138461601,165,467,True,2.566058236,141,144
11068,Feinberg claims that the story about Abraham Lincoln:,A,philosophy,False,3.815748568,190,569,True,26.070227576,166,1168
11069,Anscombe claims that an adequate moral psychology would include:,D,philosophy,True,2.668115791,189,396,True,9.679833975,166,838
11070,"According to Parfit, the obligation to give priority to the welfare of one’s children is:",A,philosophy,True,2.38219035,107,354,True,5.804724073,84,336
11071,"Feinberg claims that when people are hungry, they typically desire:",F,philosophy,True,2.160686578,141,320,True,5.904687803,117,400
11072,Augustine claims that there can be no evil where there is no:,J,philosophy,True,2.773835507,120,413,True,3.976527163,97,272
11073,Anscombe criticizes Butler on the grounds that:,F,philosophy,False,2.336819583,204,346,True,26.853951027,178,1424
11074,Soft determinism entails that _____.,E,philosophy,True,2.538856227,154,377,True,9.820885728,130,464
11075,The theory that says mental states are nothing but brain states is known as _____.,C,philosophy,True,2.84338558,140,423,True,4.37946757,117,208
11076, Which of the following propositions is an immediate (one-step) consequence in PL of the given premises? ~E ⊃ ~F G ⊃ F H ∨ ~E H ⊃ I ~I,E,philosophy,False,2.508212862,184,372,True,21.649685054,172,1514
11077, Select the best translation into predicate logic: Some students work hard.,D,philosophy,True,4.195726522,207,626,True,5.415409858,183,336
11078,Which of the following propositions is an immediate (one-step) consequence in PL of the given premises? (A ∨ B) ⊃ (C ∨ D) A ∨ B ~C,A,philosophy,True,3.390736476,184,505,True,30.910909382,164,2052
11079, Select the best translation into predicate logic. Marco doesn't move from Spain to Italy. (i: Italy; m: Marco; s: Spain; Mxyz: x moves to y from z),D,philosophy,False,2.32044524,161,344,True,8.919128323,137,464
11080," Which of the given formulas of PL is the best symbolization of the following sentence? Either England's not importing beef is a necessary condition for France's subsidizing agriculture, or China promotes human rights if and only if South Africa doesn't supply diamonds.",G,philosophy,True,3.836355725,287,570,True,19.403758949,276,1168
11081,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.) ~(M ≡ ~N) M / N",E,philosophy,False,3.307212426,251,492,True,10.347815798,228,746
11082," What is the ""intergenerational storm"" of climate change?",J,philosophy,False,2.547664817,287,376,False,16.978878377,264,1036
11083," Why, according to Gill, does Leon Kass think the notion of being ""better off dead"" is incoherent?",E,philosophy,False,2.791253485,272,413,True,25.496149273,242,848
11084," Thomas Nagel call the two kinds of moral considerations he discusses in ""War and Massacre""",D,philosophy,False,2.892267421,168,430,True,7.029791922,145,400
11085," Against Kant's view of sexual objectification, Papadaki argues that",J,philosophy,False,2.994802323,243,445,True,23.235770467,220,976
11086, What information is available to occupants within Rawls's original position?,D,philosophy,True,1.262578801,127,185,True,5.532432254,102,393
11087, Which of the following is a method of torture that Dershowitz believes is appropriate in those cases where torture is permissible?,H,philosophy,False,1.534727523,203,225,True,14.75724881,178,656
11088," In accordance with the theory of justice proposed by John Rawls, Stephen Macedo argues,""We must consider the justifiability of policies from the standpoint of the _____ well-off among our fellow citizens.""",E,philosophy,False,2.519147661,151,374,True,8.493413325,128,528
11089, Which of the following statements best describes Gill's response to the argument that the Oregon physician-assisted law falsely assumes that doctors are qualified to judge whether a life is worth living?,G,philosophy,False,2.517318261,313,371,False,6.770980441,287,336
11090," In Carruther's view, the justification for moral criticism for things that we do (or don't to do) to an animal derives from",F,philosophy,False,2.541472347,170,377,True,8.437453208,146,493
11091," Suppose two athletes, A and B, are equally skilled. Suppose also that A naturally inherited certain traits from her father that made playing the sport easier for her, and thus she didn't have to train as hard as B. According to the ethic of willfulness,",B,philosophy,False,1.703618566,162,251,True,17.212101247,138,272
11092, Lukianoff and Haidt argue that trigger warnings involve which kind of pathological thinking?,B,philosophy,False,2.051032988,108,304,False,8.955295103,83,592
11093," In his discussion of discrimination in war, Valls suggests that",J,philosophy,False,3.15450951,233,469,True,18.425792013,214,1424
11094, Nagel thinks that the core of the absolutist position is that,H,philosophy,False,3.192314894,196,475,True,17.544497406,173,1028
11095,What hours are set aside as the ambrosial hours for the Sikhs?,I,philosophy,True,2.414846295,178,358,True,4.536929573,150,244
11096,Who is the founder of Sikhism?,E,philosophy,True,0.815260865,143,117,True,6.159754538,117,385
11097, Which leader is known for spreading the dharma of non-violence?,A,philosophy,False,1.971633694,128,292,True,4.74245447,106,336
11098,What has been a central focus of religious traditions in China and Korea?,H,philosophy,True,2.08692703,136,309,True,4.240669635,113,272
11099,Which of the following describes the fallacy of appeal to spite?,E,philosophy,False,1.431482645,265,208,False,10.931902585,240,720
11100,""" _Ad crumenam_ "" is a specific kind of",C,philosophy,False,2.452203298,137,364,False,17.262845188,115,1104
11101,"In a hypothetical syllogism, when the minor premise affirms the antecedent",B,philosophy,True,1.84585776,126,273,True,6.717872369,98,380
11102,"It's silly to pass laws against discrimination, since it is obvious that we can't live without it. We discriminate between pleasant and unpleasant tastes in selecting our food, between pleasant and unpleasant sounds in selecting our music, between harmonious and unharmonious colors in decorating our homes, between interesting and uninteresting people in choosing our friends, and so on. We can't live without discriminating.",B,philosophy,True,1.963900702,171,290,True,4.240688038,144,280
11104,"All things that are spoiled are inedible. Timothy is spoiled. So, Timothy is inedible.",A,philosophy,False,2.555198264,119,380,True,4.375718345,96,336
11105,"Which fallacy happens when someone argues in favor of a two part proposition, only supports one part of the proposition, then asserts that the entire proposition has been supported.",B,philosophy,True,2.428979951,121,361,True,15.597292381,97,912
11106,""" _Ad lazarum_ "" is a specific kind of",D,philosophy,False,2.531544239,143,376,False,14.454990049,120,848
11107,Nagel claims that most skeptical arguments:,H,philosophy,False,2.627861215,174,390,True,21.272823372,152,1680
11108,Stevenson’s primary aim in this paper is to:,D,philosophy,False,1.7526187,116,259,True,6.926249558,93,464
11109,"According to Mill, to determine whether one pleasure is more valuable than another, we must _____.",A,philosophy,False,2.806012595,172,417,True,4.234153579,147,208
11110,"According to Parfit, both Taurek and Lewis assume that for there to be a “sum of pain,” it must be:",E,philosophy,False,3.61034027,185,538,True,30.709058163,162,1360
11111,Stevenson claims that the primary use of ethical judgments is to:,D,philosophy,False,3.002808576,152,447,True,12.6398303,129,848
11114,"According to the Ideal Moral Code theory, one is obligated to do what the ideal moral rules would require:",H,philosophy,False,2.768527339,203,411,False,12.623472408,179,897
11115,"According to Socrates, the value or quality of one's life depends on understanding the principles of, or basic rationale for human existence.  Without such knowledge (he suggests) life lacks virtue, because:",E,philosophy,False,2.213883168,267,326,True,11.163112111,241,850
11116,Hume describes reason as:,G,philosophy,False,3.095929898,158,461,True,20.588547802,134,1104
11117," Which of the given formulas of PL is the best symbolization of the following sentence? Everybody loves Raymond, or not.",C,philosophy,True,1.339418752,151,196,True,6.713644146,130,400
11118,"Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.) E ⊃ (F ∨ ~G) F ⊃ (~E ∨ ~G) / ~(E ≡ F)",G,philosophy,False,4.076405104,234,608,True,10.719401482,213,848
11119,"Identify the antecedent of the following conditional proposition: The university raises tuition if, and only if, both the governor approves of it and the board of trustees recommends it.",D,philosophy,True,2.107096047,133,312,True,19.24396476,109,1335
11120," Use indirect truth tables to determine whether each set of propositions is consistent. If the set is consistent, choose an option with a consistent valuation. (There may be other consistent valuations.) D ≡ E F ∨ D ~E · ~F",B,philosophy,False,3.312082206,294,491,True,6.626405017,270,464
11121, Which of the following propositions is an immediate (one-step) consequence in PL of the given premises? A ⊃ (B • C) ~(B • C) A ∨ (D ∨ B),C,philosophy,True,1.884872485,166,278,True,12.505241388,144,976
11122," Use indirect truth tables to determine whether each set of propositions is consistent. If the set is consistent, choose an option with a consistent valuation. (There may be other consistent valuations.) (T ⊃ U) ⊃ (W ⊃ U) T ⊃ ~(U ⊃ X) (T ⊃ ~X) ⊃ W",D,philosophy,False,7.102020199,225,1063,True,31.923018944,208,2525
11123," Use the following key to translate the given formula of PL to natural, English sentences. A: Marina reads a Percy Jackson book. B: Izzy plays Minecraft. C: Emily stops working. D: Russell makes dinner. E: Ashleigh stops by. ~C ∨ D",A,philosophy,True,3.226985509,237,480,True,46.108466294,205,1744
11124,Select the best translation into predicate logic: Sheena is a punk rocker.,G,philosophy,False,2.889492087,131,430,True,9.865351839,108,681
11125,Select the best translation into predicate logic: Leroy is bad only if DJ Khaled shouts his name.,D,philosophy,False,1.961895682,161,290,True,7.12029373,143,400
11126,Select the best translation into predicate logic. Alexis is greeted by Ben. (a: Alexis; b: Ben; Gxy: x greets y),E,philosophy,True,1.325573577,151,194,True,3.488584948,127,272
11127, Which of the given formulas of PL is the best symbolization of the following sentence? Either England's importing beef is a necessary condition for France's subsidizing agriculture or China promotes human rights given that South Africa doesn't supply diamonds.,A,philosophy,True,3.934477356,279,585,True,10.518697765,268,656
11128," According to Mill, censoring speech that is possibly true",I,philosophy,False,2.945715724,184,438,True,7.774747133,161,464
11129, One message that Nathanson argues we can send by abolishing the death penalty is that,I,philosophy,True,2.965913904,188,441,True,37.635378533,165,784
