question_id,accuracy,prompt,model_answer,correct_answer,time,category,input_tokens,output_tokens
9653,1.0,"A long, straight wire has fixed negative charge with a linear charge density of magnitude $3.6 \mathrm{nC} / \mathrm{m}$. The wire is to be enclosed by a coaxial, thin-walled nonconducting cylindrical shell of radius $1.5 \mathrm{~cm}$. The shell is to have positive charge on its outside surface with a surface charge density $\sigma$ that makes the net external electric field zero. Calculate $\sigma$. ",A,A,2.543674,physics,410,404
9654,1.0,Identify $\mathrm{X}$ in the following nuclear reactions: (a) ${ }^1 \mathrm{H}+$ ${ }^9 \mathrm{Be} \rightarrow \mathrm{X}+\mathrm{n} ;$ (b) ${ }^{12} \mathrm{C}+{ }^1 \mathrm{H} \rightarrow \mathrm{X} ;$ (c) ${ }^{15} \mathrm{~N}+{ }^1 \mathrm{H} \rightarrow{ }^4 \mathrm{He}+\mathrm{X}$. Appendix F will help.,D,D,2.5557681,physics,281,540
9655,1.0,A Celsius thermometer indicates a temperature of 36.6°C. What would a Fahrenheit thermometer read atthat temperature ?,G,G,1.0378368,physics,133,175
9656,0.0,What is the refractive index of a piece of glass if the light of the green mercury line (5461\AA) is plane-polarized when reflected at an angle of 57° 47'?,H,J,1.7957403,physics,171,212
9657,0.0,A convergent lens of refractive power + 15.00dioptersis to be used as a simple microscopic lens. What is the angular magnification produced compared to print at the usual reading distance of 40 cm?,F,D,3.4195829,physics,163,388
9658,1.0,"If a laser delivers 1mWof power and has a beam diameter of 2 mm, what is its power density, per mm^2, in a spot 1 × 10- 3mm in diameter, assuming a loss of 20% in the focusing system?",F,F,8.5198958,physics,208,882
9659,0.0,A difference of 8 mm prevails between the positions of an image when the object is at infinity and when it is 0.2 m from the object-side of a convex lens. What is the focal length of the lens?,C,J,7.9573949,physics,165,797
9660,1.0,A projector with a lens of 40 cm focal length illuminates an objectslide 4.0 cm long and throws an image upon a screen 20 m from the lens.What is the size of the projected image?,I,I,2.4254027,physics,152,492
9661,1.0,Find the ratio of the focal lengths of a glass lens in water and in air. The refractive indices of the glass and water are 1.5 and 1.33 respectively.,I,I,2.700848,physics,156,446
9662,1.0,A corrective lens of refractive power - 10.00diopters corrects a myopic eye. What would be the effective power of this lens if it were 12mm. from the eye?,G,G,2.1052535,physics,180,299
9663,1.0,What is the speed of an electromagnetic wave in empty space?,A,A,1.195615,physics,200,156
9664,0.0,"A laser beam (694nm wavelength) is used in measuring variations in the size of the moon by timing its return from mirror systems on the moon. If the beam is expanded to 1m diameter and collimated, estimate its size at the moon. (Moon's distance \sim 3.8 × 10^5 km.)",J,I,2.8262585,physics,197,446
9665,1.0,A thin lens is made of crown glass for which ѵ_1 = 60.2 [ѵ = {1 / (dispersive power)}] . Another thin lens is made of flint glass for which ѵ_2 36.2. When the two lenses are placed in contact they form an achromatic combination with focal length 10 cm. Find the focal length of each lens.,I,I,3.7056495,physics,353,684
9666,0.0,Find the refracting angle of a glass prism (n = 1.52) for which the minimum deviation is 15°.,F,E,1.4974264,physics,185,245
9667,1.0,"A projector for 1 inch × 1 inch lantern slides uses a projector lamp with a circular filament 0.25 inch in diameter. The condensing lens, of focal length 1 inch, forms an image of the filament which just fills a projection lens 1.25 inches in diameter, (a) Find the focal length of the projection lens. (b) How large an image of the slide will the projector produce on a screen located 25.5 ft from the slide? (c) What would be the effect on the image on the screen if half of the projection lens were covered by an opaque card?",A,A,6.6486894,physics,517,711
9668,1.0,"When a fairly coarse diffraction grating is placed on the table of a spectrometer adjusted in the usual way, and the slit is illuminated with sodium light (\lambda = 5.89 × 10^-5cm), a large number of diffraction orders are observed. If the angular separation between the central and the 20th order is 15°10', find the number of grating elements in 1 cm.",F,F,2.5075607,physics,182,422
9669,0.0,"A thin lens of 50 mm focal length has a diameter of 4 cm. A stop with a circular opening of 2 cm is placed 3 cm to the left of the lens, and an axial point object is located 20 cm to the left of the stop. 1) Which of the two, the aperture stop or the lens aperture, limits the light passing through the system? 2) What is the effective f-number of the system? 3) At what distance from the lens is the exit pupil located?",A,G,4.3361902,physics,462,501
9670,0.0,A plane mirror is suspended vertically at the center of a large sphericalflask filled with water (the index of refraction for wateris 1.33). The diameter of the flask is 10 inches. An observerwhose eye is 35 inches from the mirror sees an imageof his own eye. Where is the image seen?,F,E,3.3177584,physics,217,357
9671,1.0,The refractive powers of the front and back lenses of a Galilean-type telescope are + 10.00dioptersand - 12.50 dioptersrespectively. What must the separation of the two lenses be if the system is to beafocal? What is the angular magnification?,H,H,2.7896449,physics,216,456
9672,1.0,"A gun is fired at a moving target. The bullet has a pro-jectile speed of 1200 ft/sec. Both gun and target are on level ground. The target is moving 60 mph away from the gun and it is 30,000 ft from the gun at the moment of firing. Determine the angle of elevation \texttheta needed for a direct hit.",I,I,4.5733585,physics,194,608
9673,1.0,(1) Where is the near point of an eye for which a spectacle lens of power + 2dioptersis prescribed? (2) Where is the far point of an eye for which a spectacle lens of power - 0.5diopteris prescribed for distant vision?,F,F,1.8939744,physics,205,268
9674,0.0,The refractive power of a thinplano-convex lens made of glass of index of refraction 1.5 is 20diopters. Find the radius of curvature of the curved surface of the lens.,J,C,5.5704626,physics,172,639
9675,1.0,The resolving power of the eye is 1 minute of arc. What is the cor-responding dimension on the retina?,I,I,2.5577506,physics,144,376
9676,0.0,"The line width of a He-Ne laser is 10^3 Hz. The operating wavelength is 6328A° and the power is 1milliwatt. (a) How many photons are emitted per second? (b) If the output beam is 1 mm in diameter, at what temperature would a blackbody have to be in order to emit the same number of photons from an equal area and over the same frequency interval as the laser?",B,G,4.9115202,physics,391,826
9677,1.0,Why does the plasma (ion) tail of a comet always point away from the Sun?,C,C,3.3341816,physics,241,569
9678,0.0,Which of the following characteristics would not necessarily suggest that a rock we found is a meteorite.,E,I,4.3801562,physics,145,396
9679,1.0,What is the correct numerical value and unit of the Boltzmann constant?,E,E,1.6024729,physics,333,247
9680,1.0,Why are there no impact craters on the surface of Io?,E,E,3.5514309,physics,228,319
9681,1.0,"A meter stick with a speed of 0.8c moves past an observer. In the observer’s reference frame, how long does it take the stick to pass the observer ?",H,H,4.1589335,physics,164,559
9682,0.0,"The first five harmonics produced by an organ pipe open at both ends are 50 Hz, 100 Hz, 150 Hz, 200 Hz, and 250 Hz. Which of the harmonics, if any, will survive once the pipe is closed at one end?",J,E,3.5623645,physics,215,345
9683,1.0,"At the present time, the temperature of the universe (i.e., the microwave radiation background) is about 3 K. When the temperature was 12 K, typical objects in the universe, such as galaxies, were",C,C,2.5137979,physics,200,383
9684,0.0,"An observer O at rest midway between two sources of light at x = 0 and x = 10 m observes the two sources to flash simultaneously. According to a second observer O', moving at a constant speed parallel to the x-axis, one source of light flashes 13 ns before the other. Which of the following gives the speed of O' relative to O?",C,G,5.851982,physics,202,631
9685,0.0,"The surface of the Sun has a temperature close to 6,000 K and it emits a blackbody (Planck) spectrum that reaches a maximum near 500 nm. For a body with a surface temperature close to 300 K, at what wavelength would the thermal spectrum reach a maximum?",C,G,3.7590685,physics,174,422
9686,1.0,"A 3-microfarad capacitor is connected in series with a 6-microfarad capacitor. When a 300-volt potential difference is applied across this combination, the total energy stored in the two capacitors is",H,H,3.1021097,physics,175,411
9687,1.0,Space vehicles traveling through Earth's radiation belts can intercept a significant number of electrons. The resulting charge buildup can damage electronic components and disrupt operations. Suppose a spherical metal satellite $1.3 \mathrm{~m}$ in diameter accumulates $2.4 \mu \mathrm{C}$ of charge in one orbital revolution. Find the resulting surface charge density. ,G,G,2.0334946,physics,384,369
9688,1.0,"A vessel contains $1.15 \mathrm{~g}$ liq $\mathrm{H}_2 \mathrm{O}$ in equilibrium with water vapor at $30 .{ }^{\circ} \mathrm{C}$. At this temperature, the vapor pressure of $\mathrm{H}_2 \mathrm{O}$ is 31.82 torr. What volume increase is necessary for all the water to evaporate? ",H,H,2.3761618,physics,236,475
9689,1.0,"At 303 . K, the vapor pressure of benzene is 120 . Torr and that of hexane is 189 Torr. Calculate the vapor pressure of a solution for which $x_{\text {benzene }}=0.28$ assuming ideal behavior.",A,A,2.0351631,physics,182,349
9690,0.0,"The densities of pure water and ethanol are 997 and $789 \mathrm{~kg} \mathrm{~m}^{-3}$, respectively. For $x_{\text {ethanol }}=0.35$, the partial molar volumes of ethanol and water are 55.2 and $17.8 \times 10^{-3} \mathrm{~L} \mathrm{~mol}^{-1}$, respectively. Calculate the change in volume relative to the pure components when $2.50 \mathrm{~L}$ of a solution with $x_{\text {ethanol }}=0.35$ is prepared.",C,D,4.2776138,physics,309,653
9691,1.0,"A ballistic rocket is launched at the equator in an easter-ly direction, at an angle of 60° from the horizontal. Its initial speed is V_1 = 6 km/sec as measured with respect to the earth. What will be the great circle distance, around the earth covered by the rocket?",I,I,4.0227183,physics,223,506
9692,1.0,A 4.0-gm bullet is fired from a 5.0-kg gun with a speed of 600 m/sec. What is the speed of recoil of the gun?,F,F,3.2881919,physics,186,496
9693,1.0,Compute ther.m.s. speed of 0_2 at room temperature.,J,J,3.4379261,physics,203,527
9694,1.0,A boy leaning over a railway bridge 49 ft high sees a train approaching with uniform speed and attempts to drop a stone down the funnel. He releases the stone when the engine is 80 ft away from the bridge and sees the stone hit the ground 3 ft in front of the engine. What is the speed of the train?,C,C,2.0469234,physics,175,401
9695,1.0,A dynamo driven by a steam engine which uses 10^3 kg of coal per day produces a current I = 200 A at anemfV of 240 V. What is the efficiency of the system if the calorific value of coal is 6.6 × 10^3 cal \bullet g^-1 ?,A,A,3.565972,physics,166,599
9696,1.0,Compare the electrostatic and gravitational forces that exist between an electron and a proton.,E,E,3.5613205,physics,239,531
9697,1.0,"If the average distance the free electrons travel between collisions in copper is 4 × 10^-8 m, how many collisions per second do the electrons make? What is the time between collisions? The average electron speed in copper is 1.21×10^6 m/s.",H,H,2.3757867,physics,355,431
9698,1.0,"A clock is controlled by a pendulum which correctly beats seconds at 20°C. The pendulum is a light iron rod, of coefficient of linear expansion 16X10^-6 C deg^-1 , with a concentrated mass at one end. How many seconds does it lose in a week if the temper-ature is kept at 30°C?",H,H,4.847282,physics,187,717
9699,1.0,"An electron is observed moving at 50 per cent of the speed of light, v \textemdash 1.5 × 10^8 m/s. (a) What is the relativistic mass of the electron? (b) What is the kinetic energy of the electron?",G,G,3.6373672,physics,346,734
9700,0.0,"A flat coil consisting of 500 turns, each of area 50 cm^2, rotates about a diameter in a uniform field of intensity 0.14 Wb\textbulletm^\rule{1em}{1pt}2,the axis of rotation being perpendicular to the field and the angular velocity of rotation being 150 rad's^\rule{1em}{1pt}1. The coil has a resistance of 5 \Omega, and the in-ducedemfis connected via slip rings and brushes to an external resistance of 10 \Omega. Calculate the peak current flowing and the average power supplied to the 10-\Omega resistor.",D,F,4.5300772,physics,365,790
9701,1.0,"A copper bar is 8.0 ft long at 68°F and has a linear expansivity of 9.4 × 10^\rule{1em}{1pt}6/F°, What is the increase in length of the bar when it is heated to 110°F?",A,A,2.0052815,physics,196,418
9702,1.0,A swimmer whose mass is 60 kg dives from a 3-m high platform. What is the acceleration of the earth as the swimmer falls toward the water? The earth's mass is approximately 6 × 10^24 kg.,J,J,2.4150613,physics,228,430
9703,1.0,"An observation balloon has a volume of 300 m^3 and is filled with hydrogen of density 0.1 g/liter. The basket and passengers have a total mass of 350 kg. Find the initial acceleration when the balloon is released, assum-ing that the air resistance is zero when the velocity is zero. The density of air is 1.3 g/liter and the upward force on the balloon is equal to the weight of air dis-placed by the balloon.",B,B,3.8943812,physics,255,675
9704,1.0,Natural boron is made up of 20 per cent^10B and 80 per cent 11 B. What is the approximate atomic weight of natural boron on the scale of 16 units for ^16o (chemical scale)?,J,J,1.2243838,physics,160,213
9705,0.0,"The masses of _1H^1 and _2He^4 atoms are 1.00813 amu and 4.00386 amu, respectively. How much hydrogen must be converted to helium in the sun per second if the solar constant is 1.35 kW\textbulletm^2 and the earth is 1.5 × 10^8 km from the sun?",H,C,9.2289729,physics,260,1185
9706,0.0,An object of mass 100 g is at rest. A net force of 2000 dynes is applied for 10 sec. What is the final velocity? How far will the object have moved in the 10-sec interval?,F,E,4.0820598,physics,213,658
9707,1.0,"In double-slitFraunhoferdiffraction what is the fringe spacing on a screen 50cm away from the slits if they are illuminated with blue light (\lambda = 480nm = 4800 \AA), if d = 0.10mm, and if the slit width a = 0.02mm? What is the linear distance from the central maximum to the first minimum of the fringe envelope?",I,I,2.3762994,physics,273,554
9708,1.0,How many amperes will a 720-watt electric iron take from a 120-volt line?,A,A,1.0587754,physics,129,178
9709,0.0,"Calculate the mass of the light isotope of helium from the following reaction, which has a Q-value of 3.945 MeV: _3Li^6 + _1H^1 = _2He^4 + _2He^3. The masses in amu of _1H1, _2He^4, and _3Li^6 are 1.00813, 4.00386, and 6.01692, respectively.",D,I,3.4970427,physics,244,627
9710,1.0,How fast does light travel in glass of refractive index 1.5?,A,A,1.4414787,physics,204,240
9711,1.0,"During the takeoff roll, a Boeing 747 jumbo jet is accelerating at 4 m/sec^2. If it requires 40 sec to reach takeoff speed, determine the takeoff speed and how far the jet travels on the ground.",D,D,2.9255349,physics,297,327
9712,1.0,"If we project a body upward with speed 1000 cm/s, how high will it rise?",C,C,2.5630763,physics,128,355
9713,1.0,"When two tuning forks are sounded simultaneously, a beat note of 5 cycles per second is heard. If one of the forks has a known frequency of 256 cycles per second, and if a small piece of adhesive tape fastened to this fork reduces the beat note to 3 cycles per second, what is the frequency of the other fork?",D,D,4.8877339,physics,167,570
9714,1.0,The best vacuum that can be produced corresponds to a pressure of about 10^-10 dyne cm^-2 at 300° K. How many molecules remain in 1 cm^3?,E,E,2.8634795,physics,151,389
9715,1.0,"Acyclindercontaining gas at 27°C is divided into two parts of equal volume, each of 100 cm^3, and at equal pressure, by a piston of cross-sectional area 15 cm^2 . The gas is one part is raised in temperature to 100°C; the other volume is maintained at the original temperature. The piston and walls are perfect insulators. How far will the piston move during the change in temperature?",E,E,9.0827494,physics,218,902
9716,1.0,"The plates of a capacitor are charged to a potential difference of 5 V. If the capacitance is 2 mF, what is the charge on the positive plate?",I,I,1.3371919,physics,164,223
9717,1.0,A very slow-moving positron interacts with a stationary electron. Which of the following statements correctly describes a possible outcome of this reaction and why it would occur?,C,C,5.3299605,physics,320,548
9718,1.0,"A textbook weighs 30 N at sea level. Earth’s radius is 6,400 km. Which of the following is the best estimate of the textbook’s weight on a mountain peak located 6,000 m above sea level?",G,G,2.6725264,physics,157,482
9719,1.0,A 30 mF capacitor has 6 millicoulombs of charge on each plate. The energy stored in the capacitor is most nearly,D,D,2.635553,physics,177,460
9720,0.0,Which configuration of battery and resistors will create a circuit with the greatest current?,J,B,4.0096074,physics,190,560
9721,1.0,"A disk of radius 0.1 m initially at rest undergoes an angular acceleration of 2.0 rad/s^2. If the disk only rotates, find the total distance traveled by a point on the rim of the disk in 4.0 s.",J,J,1.9779561,physics,182,351
9722,1.0,"Experimenter A uses a very small test charge qo, and experimenter B uses a test charge 2qo to measure an electric field produced by two parallel plates. A finds a field that is",D,D,1.8663615,physics,210,227
9723,0.0,"Two objects, A and B, have equal charge and equal mass. Neither body is in motion because the gravitational and electrostatic forces between them are equal. If the mass of Object A is halved, equilibrium will be maintained if",A,H,4.8559105,physics,208,801
9724,1.0,"Optometrists use a linear scale of lens power, measured in diopters, to prescribe corrective lenses. Sufferers of myopia, or nearsightedness, have difficulty resolving distant objects because the lenses in their eyes are too strong. If a myopic person has a prescription of -5 diopters, what image do her corrective lenses create for distant objects?",H,H,2.0283022,physics,283,286
9725,1.0,"Mercury orbits the sun in about one-fifth of an Earth year. If 1 AU is defined as the distance from the Earth to the sun, what is the approximate distance between Mercury and the sun?",F,F,2.8224476,physics,180,428
9726,1.0,In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,I,I,1.7315814,physics,145,272
9727,1.0,A magnetic force acting on a beam of electrons can change its,I,I,3.3907163,physics,111,387
9728,1.0,The speed of sound in air depends on,A,A,2.0204654,physics,107,328
9729,1.0,The flight of a blimp best illustrates,A,A,3.544388,physics,124,451
9730,1.0,When white light enters a prism green light is bent more than,H,H,3.5445389,physics,119,306
9731,1.0,When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,D,D,3.532789,physics,209,413
9732,1.0,"When white light passes through a prism, the light that bends more than green is",C,C,1.7506537,physics,102,174
9733,0.0,"When light undergoes interference, it can sometimes",B,A,3.223816,physics,129,331
9734,1.0,When the color yellow is seen on your TV screen the phosphors being activated on the screen are,B,B,2.7815182,physics,125,366
9735,1.0,"When 100 J are put into a device that puts out 40 J of useful work, the efficiency of the device is",H,H,1.2127843,physics,124,174
9736,1.0,"As more lamps are connected to a series circuit, the current in the power source",E,E,1.5250489,physics,112,254
9737,1.0,"When a wave moves from shallow water to deep water, the",A,A,1.5389151,physics,217,245
9738,1.0,"When small pieces of material are assembled into a larger piece, the combined surface area",J,J,2.812013,physics,116,441
9739,1.0,"Assume that half of the mass of a 62-kg person consists of protons. If the half-life of the proton is 10^33 years, calculate the number of proton decays per day from the body.",A,A,3.5501922,physics,193,589
9740,1.0,determine the ratio of the radius of a uranium-238 nucleus to the radius of a helium-4 nucleus.,F,F,2.0269793,physics,140,350
9741,1.0,"A bungee cord is 30.0 m long and, when stretched a distance x, it exerts a restoring force of magnitude kx. Your father-in-law (mass 95.0 kg) stands on a platform 45.0 m above the ground, and one end of the cord is tied securely to his ankle and the other end to the platform. You have promised him that when he steps off the platform he will fall a maximum distance of only 41.0 m before the cord stops him. You had several bungee cords to select from, and you tested them by stretching them out, tying one end to a tree, and pulling on the other end with a force of 380.0 N. When you do this, what distance (in m) will the bungee cord that you should select have stretched?",B,B,3.9644369,physics,288,604
9742,1.0,"A hospital has a 3.0 x 10^14 Bq Co-60 source for cancer therapy. The rate of gamma rays incident on a patient of area 0.30 m^2 located 4.0 m from the source is $X*10^11$ Bq, what is X? Co-60 emits a 1.1- and a 1.3-MeV gamma ray for each disintegration.",J,J,3.1824437,physics,208,561
9743,0.0,The atomic mass of the 4He atom is 4.002603 u. Find the binding energy of the 4He nucleus in MeV.,C,H,3.0456541,physics,149,565
9744,1.0,Point charges q1=50μC and  q2=−25μC are placed 1.0 m apart. What is the force on a third charge q3=20μC placed midway between q1 and q2?,I,I,4.0964491,physics,173,887
9745,0.0," Use the function described in Example 4.3, $x_{n+1}=\alpha x_n\left(1-x_n^2\right)$ where $\alpha=2.5$. Consider two starting values of $x_1$ that are similar, 0.9000000 and 0.9000001 . Make a plot of $x_n$ versus $n$ for the two starting values and determine the lowest value of $n$ for which the two values diverge by more than $30 \%$.",C,B,4.0907876,physics,181,628
9746,0.0,A particle moves with $v=$ const. along the curve $r=k(1+\cos \theta)$ (a cardioid). Find $\ddot{\mathbf{r}} \cdot \mathbf{e}_r=\mathbf{a} \cdot \mathbf{e}_r$.,C,B,6.929918,physics,285,1063
9747,1.0,A skier weighing $90 \mathrm{~kg}$ starts from rest down a hill inclined at $17^{\circ}$. He skis $100 \mathrm{~m}$ down the hill and then coasts for $70 \mathrm{~m}$ along level snow until he stops. Find the coefficient of kinetic friction between the skis and the snow. ,J,J,4.9848631,physics,191,747
9748,1.0,"Consider a damped harmonic oscillator. After four cycles the amplitude of the oscillator has dropped to $1 / e$ of its initial value. Find the ratio of the frequency of the damped oscillator to its natural frequency. ",I,I,5.183818,physics,282,717
9749,0.0," Two point charges of $30 \mathrm{nC}$ and $-40 \mathrm{nC}$ are held fixed on an $x$ axis, at the origin and at $x=72 \mathrm{~cm}$, respectively. A particle with a charge of $42 \mu \mathrm{C}$ is released from rest at $x=28 \mathrm{~cm}$. If the initial acceleration of the particle has a magnitude of $100 \mathrm{~km} / \mathrm{s}^2$, what is the particle's mass?",G,A,7.0738568,physics,364,1040
9750,1.0,A spherical water drop $1.20 \mu \mathrm{m}$ in diameter is suspended in calm air due to a downward-directed atmospheric electric field of magnitude $E=462 \mathrm{~N} / \mathrm{C}$. What is the magnitude of the gravitational force on the drop?,I,I,3.9756207,physics,303,600
9751,1.0,How many megacoulombs of positive charge are in $1.00 \mathrm{~mol}$ of neutral molecular-hydrogen gas $\left(\mathrm{H}_2\right)$ ?,G,G,4.5583901,physics,219,558
9752,0.0,"From the indices of refraction given below, calculate the rotation of the plane of polarization for violet light \lambda = 396.0 nm, in a quartz plate cut perpendicular to the optic axis and 1 mm thick. [\lambda / (396.0 nm)] [n_R/ (1.55610)] [n_L/ (1.55821)] (Refractive Indices for Quartz)",C,A,4.87855,physics,192,570
9753,1.0,A solid glass sphere of radius R and index of refraction 1.50 issilvered over one hemisphere. A small object is located on theaxis of the sphere at a distance 2R from theunsilvered surface. Find the position of the image formed by the refractingand reflecting surfaces.,D,D,6.2299735,physics,212,835
9754,1.0,Amonochromatoris used to obtain approximately monochromatic light from a white source. The linear dispersion of themonochromatoris [(1 mm) / (20 A°)] and an exit slit of 0.2 mm is used. What is the coherence time and coherence length of the light from themonochromatorwhen the mean wavelength is 5000 A°?,J,J,5.3722463,physics,455,777
9755,1.0,"A 0.1 mm thick neutral density filter gives 70% transmis-sion. If the filter were 2 mm thick, what would be its transmittance?",D,D,2.550875,physics,143,336
9756,0.0,"A slide projector designed for 35-mm slides projects a picture on a screen 40 in by 60 in, 10 ft away. What is the focal length of the lens?",I,D,3.7344187,physics,165,572
9757,1.0,A 5-cm plane mirror is just large enough to show the whole image of a tree when held 30 cm from the eye of an observer whose distance from the tree is 100 m. What is the height of the tree?,A,A,4.73144,physics,162,491
9758,1.0,What is the reflectance for light of normal incidence at a water-glass boundary if the glass is (a) crown of n = 1.523 and (b) flint of n = 1.62?,J,J,2.1265028,physics,303,392
9759,0.0,"A thermopile is placed near a furnace having a small circular opening. When the furnace is at 2000 °K, and its distance from the thermopile is such that the hole subtends the same solid angle as the sun's disk, the galvanometer deflection is found to be (1 / 80) of that when the thermopile is placed in full sunlight. Find the temperature of the sun.",C,H,2.5805225,physics,214,482
9760,0.0,"Red light, obtained from an incandescent lamp by means of a conventional absorptive filter, may havewavetrainsonly about 10 \lambda long. If \lambda = 650 nm, what is the spread in wavelength and in frequency?",E,F,5.113599,physics,266,611
9761,0.0,"The separation of the headlights on a car is about 150cm. When the car is 30 meters away, what is the separation of the images of the lights on the retina?",C,B,2.3278667,physics,155,417
9762,1.0,"A thick lens, which has principal points at \alpha = 1.2 cm and \beta = - 0.8 cm, forms an image of a distant object 19.2 cm from the second surface of the lens. Find the position of the image of an object placed 38.8 cm from the first face. The sign convention used is that distances are positive if measured in the direction of light propagation and negative if measured in the opposite direction; \alpha is measured from the first surface of the lens and \beta from the second.",B,B,5.9842395,physics,230,816
9763,1.0,What is the second most common element in the solar system?,F,F,2.7257147,physics,104,413
9764,1.0,Which of the following most likely explains why Venus does not have a strong magnetic field?,D,D,3.3192781,physics,153,482
9765,0.0,As the life of a star progresses heavy elements are produced. The elements form layers around the star in this order (starting from the outer layer):,J,I,3.993498,physics,253,411
9766,1.0,"Protons used in cancer therapy are typically accelerated to about 0.6c. How much work must be done on a particle of mass m in order for it to reach this speed, assuming it starts at rest?",B,B,1.8133448,physics,192,284
9767,1.0,Which of the following statements about bosons and/or fermions is true?,A,A,2.8436061,physics,246,627
9768,1.0,"A student makes 10 one-second measurements of the disintegration of a sample of a long-lived radioactive isotope and obtains the following values: 3, 0, 2, 1, 2, 4, 0, 1, 2, 5. How long should the student count to establish the rate to an uncertainty of 1 percent?",G,G,4.7938469,physics,199,559
9769,1.0,"If the absolute temperature of a blackbody is increased by a factor of 3, the energy radiated per second per unit area does which of the following?",E,E,2.4017488,physics,188,324
9770,1.0,"Two long, charged, thin-walled, concentric cylindrical shells have radii of 3.0 and $6.0 \mathrm{~cm}$. The charge per unit length is $5.0 \times 10^{-6} \mathrm{C} / \mathrm{m}$ on the inner shell and $-7.0 \times 10^{-6} \mathrm{C} / \mathrm{m}$ on the outer shell. What is the magnitude $E$ of the electric field at radial distance $r=4.0 \mathrm{~cm}$?",F,F,4.3596163,physics,411,794
9771,1.0,"A crude model for the molecular distribution of atmospheric gases above Earth's surface (denoted by height $h$ ) can be obtained by considering the potential energy due to gravity: $$ P(h)=e^{-m g h / k T} $$ In this expression $m$ is the per-particle mass of the gas, $g$ is the acceleration due to gravity, $k$ is a constant equal to $1.38 \times 10^{-23} \mathrm{~J} \mathrm{~K}^{-1}$, and $T$ is temperature. Determine $\langle h\rangle$ for methane $\left(\mathrm{CH}_4\right)$ using this distribution function.",F,F,3.2601119,physics,339,586
9772,0.0,"A mass of $34.05 \mathrm{~g}$ of $\mathrm{H}_2 \mathrm{O}(s)$ at $273 \mathrm{~K}$ is dropped into $185 \mathrm{~g}$ of $\mathrm{H}_2 \mathrm{O}(l)$ at $310 . \mathrm{K}$ in an insulated container at 1 bar of pressure. Calculate the temperature of the system once equilibrium has been reached. Assume that $C_{P, m}$ for $\mathrm{H}_2 \mathrm{O}(l)$ is constant at its values for $298 \mathrm{~K}$ throughout the temperature range of interest.",B,H,6.8421885,physics,296,1039
9773,1.0,"Calculate $\Delta H_f^{\circ}$ for $N O(g)$ at $975 \mathrm{~K}$, assuming that the heat capacities of reactants and products are constant over the temperature interval at their values at $298.15 \mathrm{~K}$.",E,E,3.3292829,physics,269,505
9774,0.0,Calculate $\Delta S^{\circ}$ for the reaction $3 \mathrm{H}_2(g)+\mathrm{N}_2(g) \rightarrow$ $2 \mathrm{NH}_3(g)$ at $725 \mathrm{~K}$. Omit terms in the temperature-dependent heat capacities higher than $T^2 / \mathrm{K}^2$.,A,D,3.096891,physics,436,619
9775,1.0,"For a two-level system where $v=1.50 \times 10^{13} \mathrm{~s}^{-1}$, determine the temperature at which the internal energy is equal to $0.25 \mathrm{Nhv}$, or $1 / 2$ the limiting value of $0.50 \mathrm{Nhv}$.",I,I,4.3928692,physics,203,887
9776,1.0,"For the reaction $\mathrm{C}($ graphite $)+\mathrm{H}_2 \mathrm{O}(g) \rightleftharpoons$ $\mathrm{CO}(g)+\mathrm{H}_2(g), \Delta H_R^{\circ}=131.28 \mathrm{~kJ} \mathrm{~mol}^{-1}$ at $298.15 \mathrm{~K}$. Use the values of $C_{P, m}^{\circ}$ at $298.15 \mathrm{~K}$ in the data tables to calculate $\Delta H_R^{\circ}$ at $125.0^{\circ} \mathrm{C}$.",D,D,6.2976985,physics,353,997
9777,0.0,The collisional cross section of $\mathrm{N}_2$ is $0.43 \mathrm{~nm}^2$. What is the diffusion coefficient of $\mathrm{N}_2$ at a pressure of $1 \mathrm{~atm}$ and a temperature of $298 \mathrm{~K}$ ?,E,A,3.2179946,physics,404,656
9778,1.0,"How many coulombs are required to deposit 0.10 gram of zinc, the atomic mass of zinc being 65.38 and its valence 2?",E,E,1.7402,physics,151,285
9779,1.0,What is the resistance of an electric toaster if it takes a current of 5 amperes when connected to a 120 - volt circuit?,G,G,2.3219917,physics,146,174
9780,1.0,"A particular type of x-ray equipment discharges a capacitor to obtain its electrical energy. The capacitor of capacitance 0.25\muFis charged to 100 kV and discharged to 40 kV during a 0.1-s exposure. Calculate the quantity of charge supplied to the x-ray tube, the average current through it, and the energy dissipated.",B,B,3.017573,physics,359,703
9781,1.0,How many kilograms of O_2 are contained in a tank whose volume is 2 ft^3 when the gauge pressure is 2000 lb/in^2 and the temperature is 27°C?,I,I,3.0702159,physics,168,735
9782,1.0,Find the current through the filament of a light bulb with a resistance of 240 ohms when a voltage of 120 volts is applied to the lamp.,G,G,1.3253793,physics,159,262
9783,0.0,"A particle is projected horizontally with a velocity of 10^4 m \bullet s^-1 in such a direction that it moves at right angles to a horizontal magnetic field of induction, of magnitude 4.9 × 10^-5Wb\textbullet m^-2 . The particle, which carries a single electronic charge, stays in the same horizontal plane. What is its mass?",I,C,6.5748028,physics,255,969
